Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000065622	RNU2-62P	RNA, U2 small nuclear 62, pseudogene	na
ENSMUSG00000088068	RNU6-98P	RNA, U6 small nuclear 98, pseudogene	na
ENSMUSG00000098599	MIAT_exon5_1	Myocardial infarction associated transcript exon 5 conserved region 1	na
ENSMUSG00000095636	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	na
ENSMUSG00000064532	RNU6-933P	RNA, U6 small nuclear 933, pseudogene	na
ENSMUSG00000088283	RNU6-640P	RNA, U6 small nuclear 640, pseudogene	na
ENSMUSG00000098946	WT1-AS_6	WT1 antisense RNA conserved region 6	na
ENSMUSG00000089438	RNU6-1128P	RNA, U6 small nuclear 1128, pseudogene	na
ENSMUSG00000096186	RNU6-466P	RNA, U6 small nuclear 466, pseudogene	na
ENSMUSG00000095482	RNU6-536P	RNA, U6 small nuclear 536, pseudogene	na
ENSMUSG00000088016	RNU6-172P	RNA, U6 small nuclear 172, pseudogene	na
ENSMUSG00000089452	RNU6-1127P	RNA, U6 small nuclear 1127, pseudogene	na
ENSMUSG00000092887	SNORD53	small nucleolar RNA, C/D box 53	26796
ENSMUSG00000088904	RNU1-45P	RNA, U1 small nuclear 45, pseudogene	na
ENSMUSG00000088471	RNU6-466P	RNA, U6 small nuclear 466, pseudogene	na
ENSMUSG00000064609	SNORA36	Small nucleolar RNA SNORA36 family	na
ENSMUSG00000088553	RNU6-674P	RNA, U6 small nuclear 674, pseudogene	na
ENSMUSG00000096848	RNU6-746P	RNA, U6 small nuclear 746, pseudogene	na
ENSMUSG00000098667	DAOA-AS1_1	DAOA antisense RNA 1 conserved region 1	na
ENSMUSG00000077262	RNA5SP512	RNA, 5S ribosomal pseudogene 512	na
ENSMUSG00000094889	SCARNA3	small Cajal body-specific RNA 3	677679
ENSMUSG00000095379	RNU6-1195P	RNA, U6 small nuclear 1195, pseudogene	na
ENSMUSG00000094830	RNA5SP394	RNA, 5S ribosomal pseudogene 394	na
ENSMUSG00000065728	SNORA36	Small nucleolar RNA SNORA36 family	na
ENSMUSG00000087842	RNU6-566P	RNA, U6 small nuclear 566, pseudogene	na
ENSMUSG00000065684	RNU6-925P	RNA, U6 small nuclear 925, pseudogene	na
ENSMUSG00000084667	SNORD44	Small nucleolar RNA SNORD44	na
ENSMUSG00000084419	RN7SKP89	RNA, 7SK small nuclear pseudogene 89	na
ENSMUSG00000070173	RNU6-956P	RNA, U6 small nuclear 956, pseudogene	na
ENSMUSG00000093044	SNORD8	small nucleolar RNA, C/D box 8	319103
ENSMUSG00000077713	RNU1-108P	RNA, U1 small nuclear 108, pseudogene	na
ENSMUSG00000087980	RNU6-371P	RNA, U6 small nuclear 371, pseudogene	na
ENSMUSG00000098641	U3	Small nucleolar RNA U3	na
ENSMUSG00000064659	RNU6-1147P	RNA, U6 small nuclear 1147, pseudogene	na
ENSMUSG00000084661	U4	U4 spliceosomal RNA	na
ENSMUSG00000077230	RNU11-2P	RNA, U11 small nuclear 2, pseudogene	na
ENSMUSG00000088589	RNU6-205P	RNA, U6 small nuclear 205, pseudogene	na
ENSMUSG00000098342	GNAS-AS1_5	GNAS antisense RNA 1 conserved region 5	na
ENSMUSG00000098430	ZNFX1-AS1_1	ZNFX1 antisense RNA 1 conserved region 1	na
ENSMUSG00000077354	SNORA80D	small nucleolar RNA, H/ACA box 80D	109616999
ENSMUSG00000064382	SNORA63	small nucleolar RNA, H/ACA box 63	na
ENSMUSG00000064688	RNU6-697P	RNA, U6 small nuclear 697, pseudogene	na
ENSMUSG00000088153	RN7SKP190	RNA, 7SK small nuclear pseudogene 190	na
ENSMUSG00000089102	RNU6-792P	RNA, U6 small nuclear 792, pseudogene	na
ENSMUSG00000098601	RNU6-1177P	RNA, U6 small nuclear 1177, pseudogene	na
ENSMUSG00000093056	RN7SL487P	RNA, 7SL, cytoplasmic 487, pseudogene	na
ENSMUSG00000099248	HOXA11-AS1_6	HOXA11 antisense RNA 1 conserved region 6	na
ENSMUSG00000084613	RNA5SP61	RNA, 5S ribosomal pseudogene 61	na
ENSMUSG00000064489	RNU6-271P	RNA, U6 small nuclear 271, pseudogene	na
ENSMUSG00000064795	RNU2-25P	RNA, U2 small nuclear 25, pseudogene	na
ENSMUSG00000089431	RNU6-1172P	RNA, U6 small nuclear 1172, pseudogene	na
ENSMUSG00000065837	RNU6-129P	RNA, U6 small nuclear 129, pseudogene	na
ENSMUSG00000084477	RN7SKP133	RNA, 7SK small nuclear pseudogene 133	na
ENSMUSG00000064949	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000065903	RNU6-850P	RNA, U6 small nuclear 850, pseudogene	na
ENSMUSG00000064741	SNORD14	Small nucleolar RNA SNORD14	na
ENSMUSG00000065265	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000084604	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family	na
ENSMUSG00000088532	RNU1-103P	RNA, U1 small nuclear 103, pseudogene	na
ENSMUSG00000084725	U4	U4 spliceosomal RNA	na
ENSMUSG00000089458	SCARNA10	small Cajal body-specific RNA 10	692148
ENSMUSG00000084433	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family	na
ENSMUSG00000065333	RNU6-308P	RNA, U6 small nuclear 308, pseudogene	na
ENSMUSG00000094726	RNU6-18P	RNA, U6 small nuclear 18, pseudogene	na
ENSMUSG00000089617	SCARNA10	small Cajal body-specific RNA 10	692148
ENSMUSG00000084702	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000064943	RNU1-21P	RNA, U1 small nuclear 21, pseudogene	na
ENSMUSG00000077698	SNORD12	small nucleolar RNA, C/D box 12	692057
ENSMUSG00000065847	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000094033	RNU6-64P	RNA, U6 small nuclear 64, pseudogene	na
ENSMUSG00000098529	RNA5SP36	RNA, 5S ribosomal pseudogene 36	na
ENSMUSG00000064486	RNU6-527P	RNA, U6 small nuclear 527, pseudogene	na
ENSMUSG00000065340	RNU6-1160P	RNA, U6 small nuclear 1160, pseudogene	na
ENSMUSG00000042712	TCEAL9	transcription elongation factor A like 9	51186
ENSMUSG00000077317	RNU11-5P	RNA, U11 small nuclear 5, pseudogene	na
ENSMUSG00000096412	RNU6-32P	RNA, U6 small nuclear 32, pseudogene	na
ENSMUSG00000065192	RNU6-1029P	RNA, U6 small nuclear 1029, pseudogene	na
ENSMUSG00000084648	RNU6-577P	RNA, U6 small nuclear 577, pseudogene	na
ENSMUSG00000088522	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000065812	SNORA80D	small nucleolar RNA, H/ACA box 80D	109616999
ENSMUSG00000089247	SNORD75	Small nucleolar RNA SNORD75	na
ENSMUSG00000080538	RNU6ATAC14P	RNA, U6atac small nuclear 14, pseudogene	na
ENSMUSG00000105025	U3	Small nucleolar RNA U3	na
ENSMUSG00000098988	ST7-OT4_4	ST7 overlapping transcript 4 conserved region 4	na
ENSMUSG00000098466	MEG8_1	Maternally expressed 8 exon 1	na
ENSMUSG00000094937	RNA5SP66	RNA, 5S ribosomal pseudogene 66	na
ENSMUSG00000096198	RNU6-559P	RNA, U6 small nuclear 559, pseudogene	na
ENSMUSG00000087945	RNA5SP66	RNA, 5S ribosomal pseudogene 66	na
ENSMUSG00000065907	RNU2-3P	RNA, U2 small nuclear 3, pseudogene	na
ENSMUSG00000096561	RNU6-536P	RNA, U6 small nuclear 536, pseudogene	na
ENSMUSG00000093107	SCARNA15	small Cajal body-specific RNA 15	677778
ENSMUSG00000065313	RNU6-455P	RNA, U6 small nuclear 455, pseudogene	na
ENSMUSG00000087891	RN7SKP16	RNA, 7SK small nuclear pseudogene 16	na
ENSMUSG00000088327	RNU6-508P	RNA, U6 small nuclear 508, pseudogene	na
ENSMUSG00000077461	RNU6-400P	RNA, U6 small nuclear 400, pseudogene	na
ENSMUSG00000096263	SNORD14C	small nucleolar RNA, C/D box 14C	85389
ENSMUSG00000065315	RNU6-701P	RNA, U6 small nuclear 701, pseudogene	na
ENSMUSG00000088933	RNU6-937P	RNA, U6 small nuclear 937, pseudogene	na
ENSMUSG00000088666	RNA5SP260	RNA, 5S ribosomal pseudogene 260	na
ENSMUSG00000088279	RN7SKP270	RNA, 7SK small nuclear pseudogene 270	na
ENSMUSG00000099024	uc_338	TUC338	na
ENSMUSG00000064620	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000098836	PART1_2	Prostate androgen-regulated transcript 1 conserved region 2	na
ENSMUSG00000098484	HOTTIP_1	HOXA transcript at the distal tip, conserved region 1	na
ENSMUSG00000064540	SNORD42A	small nucleolar RNA, C/D box 42A	26809
ENSMUSG00000105288	SCARNA4	small Cajal body-specific RNA 4	na
ENSMUSG00000088996	SNORA25	small nucleolar RNA, H/ACA box 25	684959
ENSMUSG00000065277	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	na
ENSMUSG00000064709	RNU6-396P	RNA, U6 small nuclear 396, pseudogene	na
ENSMUSG00000084646	RNU6-273P	RNA, U6 small nuclear 273, pseudogene	na
ENSMUSG00000064724	SNORA63C	small nucleolar RNA, H/ACA box 63C	109616970
ENSMUSG00000087968	SCARNA5	small Cajal body-specific RNA 5	677775
ENSMUSG00000065361	Telomerase-vert	Vertebrate telomerase RNA	na
ENSMUSG00000064697	SNORA67	Small nucleolar RNA SNORA67	na
ENSMUSG00000087793	SNORA38	Small nucleolar RNA SNORA38	na
ENSMUSG00000089619	RN7SKP182	RNA, 7SK small nuclear pseudogene 182	na
ENSMUSG00000087783	RNU6-937P	RNA, U6 small nuclear 937, pseudogene	na
ENSMUSG00000065173	RNU6-91P	RNA, U6 small nuclear 91, pseudogene	na
ENSMUSG00000088671	RNA5SP186	RNA, 5S ribosomal pseudogene 186	na
ENSMUSG00000098791	ST7-OT3_3	ST7 overlapping transcript 3 conserved region 3	na
ENSMUSG00000098709	Mico1	Maternal intergenic circadian oscillating RNA 1	na
ENSMUSG00000089598	SNORA19	Small nucleolar RNA SNORA19	na
ENSMUSG00000088653	RNU6-667P	RNA, U6 small nuclear 667, pseudogene	na
ENSMUSG00000098665	TUSC7	Non-coding RNA LOC285194	na
ENSMUSG00000077514	SNORA66	small nucleolar RNA, H/ACA box 66	26782
ENSMUSG00000092920	RN7SKP155	RNA, 7SK small nuclear pseudogene 155	na
ENSMUSG00000087991	RN7SKP206	RNA, 7SK small nuclear pseudogene 206	na
ENSMUSG00000098543	NEAT1_3	Nuclear enriched abundant transcript 1 conserved region 3	na
ENSMUSG00000089175	SCARNA14	small Cajal body-specific RNA 14	692149
ENSMUSG00000099287	FTX_2	FTX transcript, XIST regulator conserved region 2	na
ENSMUSG00000064801	RNU6-1171P	RNA, U6 small nuclear 1171, pseudogene	na
ENSMUSG00000077772	SNORD116	Small nucleolar RNA SNORD116	na
ENSMUSG00000064602	SNORA41	small nucleolar RNA, H/ACA box 41	619569
ENSMUSG00000084573	RNA5SP146	RNA, 5S ribosomal pseudogene 146	na
ENSMUSG00000084732	RN7SKP10	RNA, 7SK small nuclear pseudogene 10	na
ENSMUSG00000099130	TTC28-AS1_4	TTC28 antisense RNA 1 conserved region 4	na
ENSMUSG00000065698	SNORA41B	small nucleolar RNA, H/ACA box 41B	109617005
ENSMUSG00000077454	RNU6-706P	RNA, U6 small nuclear 706, pseudogene	na
ENSMUSG00000098948	TUG1_1	Taurine upregulated gene 1 conserved region 1	na
ENSMUSG00000064670	RNU6-60P	RNA, U6 small nuclear 60, pseudogene	na
ENSMUSG00000064490	RNU1-115P	RNA, U1 small nuclear 115, pseudogene	na
ENSMUSG00000088294	SNORD113-9	small nucleolar RNA, C/D box 113-9	767569
ENSMUSG00000075837	RNU4-36P	RNA, U4 small nuclear 36, pseudogene	na
ENSMUSG00000084493	RNU4-89P	RNA, U4 small nuclear 89, pseudogene	na
ENSMUSG00000099307	RMST_3	Rhabdomyosarcoma 2 associated transcript conserved region 3	na
ENSMUSG00000084587	RNA5SP41	RNA, 5S ribosomal pseudogene 41	na
ENSMUSG00000064904	RNU6-787P	RNA, U6 small nuclear 787, pseudogene	na
ENSMUSG00000099136	RMST_8	Rhabdomyosarcoma 2 associated transcript conserved region 8	na
ENSMUSG00000093025	RNU4-49P	RNA, U4 small nuclear 49, pseudogene	na
ENSMUSG00000098962	SMAD5-AS1_1	SMAD5 antisense RNA 1 conserved region 1	na
ENSMUSG00000096211	RNU1-120P	RNA, U1 small nuclear 120, pseudogene	na
ENSMUSG00000065664	RNU6-471P	RNA, U6 small nuclear 471, pseudogene	na
ENSMUSG00000096558	SNORA5	Small nucleolar RNA SNORA5	na
ENSMUSG00000064435	SNORA4	Small nucleolar RNA SNORA4	na
ENSMUSG00000064596	SNORA51	Small nucleolar RNA SNORA51	na
ENSMUSG00000099001	DLG2-AS1_1	DLG2 antisense RNA 1 conserved region 1	na
ENSMUSG00000064797	snoZ40	Small nucleolar RNA Z40	na
ENSMUSG00000098262	Xist_exon1	X-chromosome inactivation gene exon 1	na
ENSMUSG00000089571	SNORD105B	small nucleolar RNA, C/D box 105B	na
ENSMUSG00000088737	RNA5SP112	RNA, 5S ribosomal pseudogene 112	na
ENSMUSG00000087730	RNU6-119P	RNA, U6 small nuclear 119, pseudogene	na
ENSMUSG00000077526	SNORA65	small nucleolar RNA, H/ACA box 65	26783
ENSMUSG00000088768	RNU6-129P	RNA, U6 small nuclear 129, pseudogene	na
ENSMUSG00000095594	RNU6-152P	RNA, U6 small nuclear 152, pseudogene	na
ENSMUSG00000087720	RNU6-311P	RNA, U6 small nuclear 311, pseudogene	na
ENSMUSG00000089614	SCARNA14	small Cajal body-specific RNA 14	692149
ENSMUSG00000093137	RNU4-67P	RNA, U4 small nuclear 67, pseudogene	na
ENSMUSG00000088644	RNU6-903P	RNA, U6 small nuclear 903, pseudogene	na
ENSMUSG00000077323	RNU11	RNA, U11 small nuclear	26824
ENSMUSG00000064964	RNU6-1177P	RNA, U6 small nuclear 1177, pseudogene	na
ENSMUSG00000096296	SNORD88A	small nucleolar RNA, C/D box 88A	692202
ENSMUSG00000065204	SNORA32	Small nucleolar RNA SNORA32	na
ENSMUSG00000084445	SNORD32B	small nucleolar RNA, C/D box 32B	692092
ENSMUSG00000089599	RNA5SP220	RNA, 5S ribosomal pseudogene 220	na
ENSMUSG00000093322	RNA5SP512	RNA, 5S ribosomal pseudogene 512	na
ENSMUSG00000105754	SNORA17A	small nucleolar RNA, H/ACA box 17A	677804
ENSMUSG00000089292	RNU6-313P	RNA, U6 small nuclear 313, pseudogene	na
ENSMUSG00000092680	SNORD55	small nucleolar RNA, C/D box 55	26811
ENSMUSG00000077714	SNORD17	small nucleolar RNA, C/D box 17	692086
ENSMUSG00000088415	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000098249	PCGEM1	Prostate-specific transcript 1	na
ENSMUSG00000065305	SNORD31B	small nucleolar RNA, C/D box 31B	109616978
ENSMUSG00000064853	SNORA38	small nucleolar RNA, H/ACA box 38	677820
ENSMUSG00000098846	DLX6-AS1_2	Embryonic ventral forebrain RNA 1 conserved region 2	na
ENSMUSG00000094896	RNU6-1160P	RNA, U6 small nuclear 1160, pseudogene	na
ENSMUSG00000089625	SCARNA18	small Cajal body-specific RNA 18	na
ENSMUSG00000065343	RN7SKP261	RNA, 7SK small nuclear pseudogene 261	na
ENSMUSG00000095703	SNORA5	Small nucleolar RNA SNORA5	na
ENSMUSG00000098805	DLG2-AS1_2	DLG2 antisense RNA 1 conserved region 2	na
ENSMUSG00000093784	snoZ6	Z6 small nucleolar RNA	na
ENSMUSG00000089186	RN7SKP122	RNA, 7SK small nuclear pseudogene 122	na
ENSMUSG00000088769	RN7SKP42	RNA, 7SK small nuclear pseudogene 42	na
ENSMUSG00000099117	ZEB2_AS1_3	ZEB2 antisense RNA 1 conserved region 3	na
ENSMUSG00000064777	RNU6-1117P	RNA, U6 small nuclear 1117, pseudogene	na
ENSMUSG00000065266	SNORA16A	small nucleolar RNA, H/ACA box 16A	692073
ENSMUSG00000064622	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000077409	RNU6-260P	RNA, U6 small nuclear 260, pseudogene	na
ENSMUSG00000064925	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family	na
ENSMUSG00000077696	RNA5SP185	RNA, 5S ribosomal pseudogene 185	na
ENSMUSG00000084674	RN7SKP261	RNA, 7SK small nuclear pseudogene 261	na
ENSMUSG00000088406	RN7SKP113	RNA, 7SK small nuclear pseudogene 113	na
ENSMUSG00000065086	SNORA4	Small nucleolar RNA SNORA4	na
ENSMUSG00000099323	PART1_1	Prostate androgen-regulated transcript 1 conserved region 1	na
ENSMUSG00000094516	SNORA5	Small nucleolar RNA SNORA5	na
ENSMUSG00000088566	RNU6-1192P	RNA, U6 small nuclear 1192, pseudogene	na
ENSMUSG00000088889	RNU6-765P	RNA, U6 small nuclear 765, pseudogene	na
ENSMUSG00000065100	SNORA57	small nucleolar RNA, H/ACA box 57	692158
ENSMUSG00000089280	RN7SKP188	RNA, 7SK small nuclear pseudogene 188	na
ENSMUSG00000065246	RNU6-1134P	RNA, U6 small nuclear 1134, pseudogene	na
ENSMUSG00000065680	SNORD38A	small nucleolar RNA, C/D box 38A	94162
ENSMUSG00000104536	SNORA50C	small nucleolar RNA, H/ACA box 50C	677842
ENSMUSG00000064567	SNORA38	small nucleolar RNA, H/ACA box 38	677820
ENSMUSG00000075958	RNU6-956P	RNA, U6 small nuclear 956, pseudogene	na
ENSMUSG00000098717	HOXA11-AS1_1	HOXA11 antisense RNA 1 conserved region 1	na
ENSMUSG00000088811	RNU6-1333P	RNA, U6 small nuclear 1333, pseudogene	na
ENSMUSG00000105690	SNORA50A	small nucleolar RNA, H/ACA box 50A	na
ENSMUSG00000084418	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family	na
ENSMUSG00000089564	RNA5SP462	RNA, 5S ribosomal pseudogene 462	na
ENSMUSG00000064704	RNA5SP197	RNA, 5S ribosomal pseudogene 197	na
ENSMUSG00000098845	PVT1_3	Pvt1 oncogene conserved region 3	na
ENSMUSG00000084567	RN7SKP166	RNA, 7SK small nuclear pseudogene 166	na
ENSMUSG00000079652	FAM71F2	family with sequence similarity 71 member F2	346653
ENSMUSG00000088951	RNU6ATAC6P	RNA, U6atac small nuclear 6, pseudogene	na
ENSMUSG00000098920	Six3os1_7	Six3os1 conserved region 7	na
ENSMUSG00000064464	RNU6-878P	RNA, U6 small nuclear 878, pseudogene	na
ENSMUSG00000064966	SNORD15B	small nucleolar RNA, C/D box 15B	114599
ENSMUSG00000080607	SNORD23	Small nucleolar RNA SNORD23	na
ENSMUSG00000084479	RNU6-999P	RNA, U6 small nuclear 999, pseudogene	na
ENSMUSG00000098462	MALAT1	Metastasis associated lung adenocarcinoma transcript 1	na
ENSMUSG00000094369	RNU1-94P	RNA, U1 small nuclear 94, pseudogene	na
ENSMUSG00000065155	RNU1-108P	RNA, U1 small nuclear 108, pseudogene	na
ENSMUSG00000089316	RN7SKP277	RNA, 7SK small nuclear pseudogene 277	na
ENSMUSG00000087777	RNU6-861P	RNA, U6 small nuclear 861, pseudogene	na
ENSMUSG00000065643	RNU6-1037P	RNA, U6 small nuclear 1037, pseudogene	na
ENSMUSG00000089256	RN7SKP43	RNA, 7SK small nuclear pseudogene 43	na
ENSMUSG00000089366	RN7SKP277	RNA, 7SK small nuclear pseudogene 277	na
ENSMUSG00000084517	SNORA66	small nucleolar RNA, H/ACA box 66	26782
ENSMUSG00000099106	GNAS-AS1_1	GNAS antisense RNA 1 conserved region 1	na
ENSMUSG00000099243	WT1-AS_7	WT1 antisense RNA conserved region 7	na
ENSMUSG00000084671	RN7SKP152	RNA, 7SK small nuclear pseudogene 152	na
ENSMUSG00000080683	SNORD88B	small nucleolar RNA, C/D box 88B	692203
ENSMUSG00000089217	RN7SKP68	RNA, 7SK small nuclear pseudogene 68	na
ENSMUSG00000089583	RNA5SP327	RNA, 5S ribosomal pseudogene 327	na
ENSMUSG00000064543	RNU1-7P	RNA, U1 small nuclear 7, pseudogene	na
ENSMUSG00000094405	RNU5E-10P	RNA, U5E small nuclear 10, pseudogene	na
ENSMUSG00000094026	RNU6-853P	RNA, U6 small nuclear 853, pseudogene	na
ENSMUSG00000093873	RNU6-1	RNA, U6 small nuclear 1	26827
ENSMUSG00000064405	SNORA71	Small nucleolar RNA SNORA71	na
ENSMUSG00000089137	U6	U6 spliceosomal RNA	na
ENSMUSG00000084588	RNA5SP338	RNA, 5S ribosomal pseudogene 338	na
ENSMUSG00000087752	RNU1-130P	RNA, U1 small nuclear 130, pseudogene	na
ENSMUSG00000064761	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000065110	SNORD61	small nucleolar RNA, C/D box 61	26787
ENSMUSG00000088750	RNU6-679P	RNA, U6 small nuclear 679, pseudogene	na
ENSMUSG00000065719	RNA5SP508	RNA, 5S ribosomal pseudogene 508	na
ENSMUSG00000084466	RNU6-693P	RNA, U6 small nuclear 693, pseudogene	na
ENSMUSG00000088719	RNU6-563P	RNA, U6 small nuclear 563, pseudogene	na
ENSMUSG00000089041	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000080478	SNORD23	small nucleolar RNA, C/D box 23	692091
ENSMUSG00000088661	RNU6-150P	RNA, U6 small nuclear 150, pseudogene	na
ENSMUSG00000089561	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	na
ENSMUSG00000077783	RNU2-47P	RNA, U2 small nuclear 47, pseudogene	na
ENSMUSG00000089305	RN7SKP236	RNA, 7SK small nuclear pseudogene 236	na
ENSMUSG00000093246	MIR3618	microRNA 3618	100500860
ENSMUSG00000088228	SNORA70	Small nucleolar RNA SNORA70	na
ENSMUSG00000088268	RNU6-850P	RNA, U6 small nuclear 850, pseudogene	na
ENSMUSG00000094131	RNU5E-10P	RNA, U5E small nuclear 10, pseudogene	na
ENSMUSG00000065739	SNORA67	Small nucleolar RNA SNORA67	na
ENSMUSG00000104857	SCARNA4	small Cajal body-specific RNA 4	na
ENSMUSG00000084599	RNA5SP157	RNA, 5S ribosomal pseudogene 157	na
ENSMUSG00000089296	RNU6-957P	RNA, U6 small nuclear 957, pseudogene	na
ENSMUSG00000093734	RN7SKP139	RNA, 7SK small nuclear pseudogene 139	na
ENSMUSG00000088293	RNU6-903P	RNA, U6 small nuclear 903, pseudogene	na
ENSMUSG00000065706	SNORA61	small nucleolar RNA, H/ACA box 61	677838
ENSMUSG00000065726	SNORA73	Small nucleolar RNA SNORA73 family	na
ENSMUSG00000064644	RNU6-486P	RNA, U6 small nuclear 486, pseudogene	na
ENSMUSG00000084753	RNU6-493P	RNA, U6 small nuclear 493, pseudogene	na
ENSMUSG00000099039	DLEU1_2	Deleted in lymphocytic leukemia 1 conserved region 2	na
ENSMUSG00000089265	SNORD121B	small nucleolar RNA, C/D box 121B	101340252
ENSMUSG00000088217	RNU6-260P	RNA, U6 small nuclear 260, pseudogene	na
ENSMUSG00000064507	RNA5SP197	RNA, 5S ribosomal pseudogene 197	na
ENSMUSG00000089286	U6	U6 spliceosomal RNA	na
ENSMUSG00000099073	MESTIT1_3	MEST intronic transcript 1, antisense RNA conserved region 3	na
ENSMUSG00000089344	RN7SKP233	RNA, 7SK small nuclear pseudogene 233	na
ENSMUSG00000065883	U3	Small nucleolar RNA U3	na
ENSMUSG00000065201	RNU6-654P	RNA, U6 small nuclear 654, pseudogene	na
ENSMUSG00000089562	RNU2-10P	RNA, U2 small nuclear 10, pseudogene	na
ENSMUSG00000088244	SNORA40	Small nucleolar RNA SNORA40	na
ENSMUSG00000084650	RN7SKP103	RNA, 7SK small nuclear pseudogene 103	na
ENSMUSG00000094251	SNORD62B	small nucleolar RNA, C/D box 62B	692093
ENSMUSG00000084504	RNU6-174P	RNA, U6 small nuclear 174, pseudogene	na
ENSMUSG00000077577	RNU11-2P	RNA, U11 small nuclear 2, pseudogene	na
ENSMUSG00000075832	RNU6-86P	RNA, U6 small nuclear 86, pseudogene	na
ENSMUSG00000089257	RNU6-888P	RNA, U6 small nuclear 888, pseudogene	na
ENSMUSG00000088722	RNU1-87P	RNA, U1 small nuclear 87, pseudogene	na
ENSMUSG00000077148	RNU6-412P	RNA, U6 small nuclear 412, pseudogene	na
ENSMUSG00000099173	HOTTIP_2	HOXA transcript at the distal tip, conserved region 2	na
ENSMUSG00000096785	RNA5SP202	RNA, 5S ribosomal pseudogene 202	na
ENSMUSG00000094965	SCARNA3	small Cajal body-specific RNA 3	677679
ENSMUSG00000088485	RNU6-260P	RNA, U6 small nuclear 260, pseudogene	na
ENSMUSG00000088916	RNU6-998P	RNA, U6 small nuclear 998, pseudogene	na
ENSMUSG00000088575	U6	U6 spliceosomal RNA	na
ENSMUSG00000098254	SOX2OT_exon4	SOX2 overlapping transcript exon 4	na
ENSMUSG00000098925	U3	Small nucleolar RNA U3	na
ENSMUSG00000099168	LINC00901	Non-coding RNA BC040587	na
ENSMUSG00000084609	Y_RNA	Y RNA	na
ENSMUSG00000099068	HOTAIRM1_2	HOX antisense intergenic RNA myeloid 1 conserved region 2	na
ENSMUSG00000087794	RNA5SP108	RNA, 5S ribosomal pseudogene 108	na
ENSMUSG00000087734	RNU6-301P	RNA, U6 small nuclear 301, pseudogene	na
